wall_time_s
3.743299998859584e-05
1.8127000032563956e-05
1.6124000012496253e-05
1.513699999122764e-05
1.4672000020254927e-05
1.4188000022841152e-05
1.3866000017515034e-05
1.4161000024159875e-05
1.4061000001674984e-05
1.409899999771369e-05
1.3702999979159358e-05
1.3560000013512763e-05
1.3878999993721663e-05
1.4046999979200336e-05
1.3929000033385819e-05
1.3662000014846853e-05
1.5875999963554932e-05
1.3797999997677834e-05
1.351899999235684e-05
1.3149000039902603e-05
1.3314000000264059e-05
1.317500004915928e-05
1.3238999997611245e-05
1.3500000022759195e-05
1.3287999991007382e-05
1.3271999989683536e-05
1.355199998442913e-05
2.2999999998774e-05
1.2604000005467242e-05
1.2415999947279488e-05
1.218500000277345e-05
1.1335000010603835e-05
1.1502999996082508e-05
1.1851000010665302e-05
1.2255999990884447e-05
1.1938000000100146e-05
1.26969999882931e-05
5.169900003920702e-05
1.6011000013804733e-05
1.305099999626691e-05
1.2405999996190076e-05
1.20580000384507e-05
1.2085999969713157e-05
1.2165000043751206e-05
1.210400000672962e-05
1.212899996971828e-05
1.187600003049738e-05
1.187600003049738e-05
1.1906000054295873e-05
1.1738000011973782e-05
1.1704000030476891e-05
1.1806999964392162e-05
1.202499998953499e-05
1.1906999986877054e-05
1.1673000017253798e-05
1.1628000038399477e-05
1.789300000609728e-05
1.2612000034550874e-05
1.1615999994774029e-05
1.1531999973612983e-05
1.1575000030461524e-05
1.1862999997447332e-05
1.1824000011984026e-05
1.1803000006693765e-05
1.2300999969738768e-05
1.2121999986902665e-05
1.2581000021327782e-05
1.177499996174447e-05
1.2212999990879325e-05
1.162600000270686e-05
1.1439999980211724e-05
1.1561999997411476e-05
1.1415000017223065e-05
1.1277999988124066e-05
1.1415000017223065e-05
1.1247999964325572e-05
1.1532000030456402e-05
1.1430000029122311e-05
1.1547999974936829e-05
1.2933999983033573e-05
1.1544999949819612e-05
1.1348999976235064e-05
1.1344999961693247e-05
1.126099999737562e-05
1.156900003707051e-05
1.1233999998694344e-05
1.1117000042304426e-05
1.1388000018541788e-05
1.1275000019850268e-05
1.1274000030425668e-05
1.1351000011927681e-05
1.1219999976219697e-05
1.1202999985471251e-05
1.1320000055548007e-05
1.1516000029132556e-05
1.1364000044977729e-05
1.127399997358225e-05
1.1354000037044898e-05
1.1362000009285111e-05
1.1454000002686371e-05
