strategy,seed,output,rmse,nrmse,r2,mae
lhs,28,v_out_mean,0.8615745209442532,0.009450870891622764,0.997775044502791,0.4620918084578102
lhs,28,i_l_mean,1.3249900639119037,0.035108598078561044,0.9165746946789818,0.6271423987687025
lhs,28,v_out_ripple,0.03789932662553255,0.027890450377608938,0.926748637654822,0.019828368599499973
lhs,28,i_l_ripple,0.05662245429063556,0.009392276476963906,0.9962232913497893,0.017715965127823904
lhs,28,efficiency,0.19760173104227138,0.0847277849827247,0.4128392318234164,0.11411410139266745
lhs,29,v_out_mean,0.917450716619659,0.010063793742062394,0.9974770936910293,0.4864379529837532
lhs,29,i_l_mean,1.6556690298973467,0.04387068258472002,0.8697374390609194,0.8190759558506502
lhs,29,v_out_ripple,0.06516329339326217,0.04795424517125738,0.7834497097563901,0.025289456761079264
lhs,29,i_l_ripple,0.05922564848822544,0.009824082549895577,0.9958680433865347,0.01794827065025668
lhs,29,efficiency,0.1805508919405662,0.07741671629135143,0.5097982956951987,0.11271463011030028
maximin_lhs,0,v_out_mean,0.9956826652270218,0.010921943592034676,0.9970284877385881,0.4870220591478887
maximin_lhs,0,i_l_mean,0.9296163201526629,0.024632279622649897,0.9589342233532656,0.5442211955700996
maximin_lhs,0,v_out_ripple,0.048530777044486384,0.03571422897086976,0.8798877759049777,0.017544264735833228
maximin_lhs,0,i_l_ripple,0.04704382391418005,0.007803416617507164,0.9973929981777799,0.013519677566800087
maximin_lhs,0,efficiency,0.19645222421157457,0.08423489877634517,0.41965073224333627,0.12390940335123582
maximin_lhs,1,v_out_mean,0.6582073029178198,0.007220074513092578,0.9987014429708535,0.36696085100567477
maximin_lhs,1,i_l_mean,0.997299414075281,0.026425695743995763,0.952736738305844,0.6370940670728176
maximin_lhs,1,v_out_ripple,0.04323359042351062,0.0318159823858308,0.9046775213719472,0.011999489450312695
maximin_lhs,1,i_l_ripple,0.01844189593005094,0.0030590582394285264,0.9995993665221704,0.006180226288278622
maximin_lhs,1,efficiency,0.23641799121745224,0.10137144356106312,0.1595021898833877,0.13359574655320158
maximin_lhs,2,v_out_mean,0.684877681301101,0.007512629941095337,0.9985940765921596,0.4234576634181418
maximin_lhs,2,i_l_mean,1.3865257980901728,0.03673912604822412,0.9086458100685955,0.7258356410999174
maximin_lhs,2,v_out_ripple,0.04643624007616508,0.03417284065132961,0.8900318764686433,0.016519673844578506
maximin_lhs,2,i_l_ripple,0.045136183047100584,0.007486985783364945,0.9976001407942037,0.011467972954092475
maximin_lhs,2,efficiency,0.3452590609112704,0.1480403806278888,-0.7925270177692005,0.20472585741579102
maximin_lhs,3,v_out_mean,1.041438139980084,0.01142384920085209,0.9967491076282786,0.44227078990480856
maximin_lhs,3,i_l_mean,0.8717638156529371,0.02309934712478472,0.9638864452477409,0.49399133863577777
maximin_lhs,3,v_out_ripple,0.037650967283241375,0.027707680536328404,0.9277055438758133,0.017739471221856033
maximin_lhs,3,i_l_ripple,0.09559392713660911,0.015856688030110068,0.9892354294086126,0.018973959183384872
maximin_lhs,3,efficiency,0.18980743378162773,0.08138574167719322,0.45824618858676947,0.11968111689178766
maximin_lhs,4,v_out_mean,0.6859542253742896,0.007524438877870412,0.9985896532386112,0.39315083036521753
maximin_lhs,4,i_l_mean,1.1607874379132912,0.03075767941385107,0.9359708169413737,0.5999788057058882
maximin_lhs,4,v_out_ripple,0.029747145538330667,0.021891188060143122,0.9548722879851759,0.015402048586889143
maximin_lhs,4,i_l_ripple,0.03725679018268905,0.006179987752631243,0.9983648899974078,0.012668456184744865
maximin_lhs,4,efficiency,0.15875350787478523,0.06807042129398484,0.6210148429292554,0.0934030377515422
maximin_lhs,5,v_out_mean,0.745747908023763,0.008180333824990607,0.9983330609451476,0.4678971492196629
maximin_lhs,5,i_l_mean,1.117985772353053,0.0296235528160932,0.9406056525629926,0.6547898862234566
maximin_lhs,5,v_out_ripple,0.049811888077660106,0.03665700993508002,0.8734626526417844,0.01800768479999366
maximin_lhs,5,i_l_ripple,0.049472374891394534,0.008206253663378058,0.9971168872872542,0.013966822672458568
maximin_lhs,5,efficiency,0.18381791861037308,0.07881755388397864,0.49189762039117346,0.11261623972356873
maximin_lhs,6,v_out_mean,0.9973725073710512,0.010940479980405288,0.9970183928601731,0.44399741699897
maximin_lhs,6,i_l_mean,1.1776663964713197,0.031204925463567793,0.9340951876382817,0.5872055421469745
maximin_lhs,6,v_out_ripple,0.0463166155998439,0.034084807938934786,0.890597724823923,0.02067028034058792
maximin_lhs,6,i_l_ripple,0.0719381884786518,0.011932781153839547,0.9939038576721263,0.019401905395720145
maximin_lhs,6,efficiency,0.18992591311209753,0.08143654331331246,0.4575696433063018,0.1023635482714034
maximin_lhs,7,v_out_mean,0.6422869856214882,0.007045439748874622,0.9987635006890069,0.3803517814939737
maximin_lhs,7,i_l_mean,1.0124069547466463,0.02682600408428664,0.9512939621953937,0.550983463913649
maximin_lhs,7,v_out_ripple,0.04377359882479441,0.03221337935460308,0.9022814024192913,0.01684740658960061
maximin_lhs,7,i_l_ripple,0.08428134164360246,0.013980207542806612,0.9916324371326474,0.017421828654060764
maximin_lhs,7,efficiency,0.2429711570309839,0.10418131380398259,0.11226164521942783,0.13531907737592502
maximin_lhs,8,v_out_mean,1.0868317352333379,0.01192178524424263,0.9964595353966141,0.5144483797107552
maximin_lhs,8,i_l_mean,1.1674276154980463,0.03093362588495528,0.9352361756259843,0.6169001466001557
maximin_lhs,8,v_out_ripple,0.07235711922672965,0.05324824536329026,0.7329975450810252,0.029615599103527557
maximin_lhs,8,i_l_ripple,0.04731727797417889,0.007848775939483466,0.9973626023844683,0.012445366240682603
maximin_lhs,8,efficiency,0.25459174464964585,0.10916399611113442,0.025315241810853872,0.14758679153449747
maximin_lhs,9,v_out_mean,0.7434023389877339,0.008154604570482704,0.998343530359106,0.40362755792798416
maximin_lhs,9,i_l_mean,1.7194797217363327,0.045561490685028024,0.8595031204506063,0.7275209207914292
maximin_lhs,9,v_out_ripple,0.044525475835952365,0.03276669231124117,0.898895646257853,0.01380382966039944
maximin_lhs,9,i_l_ripple,0.0676537425221647,0.011222096647523612,0.9946083740397769,0.017069727755577864
maximin_lhs,9,efficiency,0.2239442359513159,0.09602293953459667,0.24585419805656283,0.13667730179602097
maximin_lhs,10,v_out_mean,0.7158716131359009,0.007852611731496265,0.9984639480032905,0.4049090371945003
maximin_lhs,10,i_l_mean,0.8888722671937037,0.02355267410832295,0.9624550721059523,0.46108225629842503
maximin_lhs,10,v_out_ripple,0.0408660874881515,0.030073715991762666,0.9148315311528824,0.014683008610307375
maximin_lhs,10,i_l_ripple,0.08646901609535294,0.014343089080702597,0.9911924090232169,0.019494031635725485
maximin_lhs,10,efficiency,0.18746558638809047,0.08038160299189226,0.4715320549568962,0.10685524778784382
maximin_lhs,11,v_out_mean,1.0216603816565182,0.01120690100206264,0.9968714093772987,0.4668898820192706
maximin_lhs,11,i_l_mean,0.9915816679839086,0.02627419117433538,0.9532771269875377,0.586360059671017
maximin_lhs,11,v_out_ripple,0.05146764713977721,0.03787549770441527,0.8649105764964108,0.022514950885150167
maximin_lhs,11,i_l_ripple,0.057103951143410776,0.009472144995923543,0.9961587867227386,0.01914111603435009
maximin_lhs,11,efficiency,0.21305474922777484,0.0913537390938017,0.3174130523454577,0.12741440537434343
maximin_lhs,12,v_out_mean,0.9255297549327969,0.010152415151087186,0.9974324648061549,0.4020874839378194
maximin_lhs,12,i_l_mean,0.9655511866946059,0.025584454903650113,0.9556980170480989,0.4884531376577539
maximin_lhs,12,v_out_ripple,0.03727741706948823,0.027432781623132185,0.9291329517106421,0.012697440512031663
maximin_lhs,12,i_l_ripple,0.05011390810938343,0.008312668290366499,0.9970416289229757,0.014769409672414779
maximin_lhs,12,efficiency,0.20229646122351544,0.08674079411604682,0.38460762360216083,0.11657959041408497
maximin_lhs,13,v_out_mean,0.7598168312050333,0.008334660088521033,0.9982695723192604,0.47086436542018456
maximin_lhs,13,i_l_mean,1.017906153044237,0.026971717737575784,0.9507634016383112,0.5816368723830424
maximin_lhs,13,v_out_ripple,0.032883469306344296,0.024199236519267177,0.9448547664848796,0.016218013920299083
maximin_lhs,13,i_l_ripple,0.06272942555877221,0.010405273234271555,0.9953646906388399,0.014755423115641254
maximin_lhs,13,efficiency,0.18470539231014232,0.0791980853723176,0.4869795357772314,0.1132467113586839
maximin_lhs,14,v_out_mean,0.9905447837624092,0.010865584619945648,0.9970590755704478,0.46637517041813015
maximin_lhs,14,i_l_mean,0.9845550129089732,0.026088004111064697,0.9539369662847226,0.514703978758993
maximin_lhs,14,v_out_ripple,0.11180788193294183,0.08228041130354659,0.3624745015724905,0.03908495984314835
maximin_lhs,14,i_l_ripple,0.05654793368547598,0.009379915336217572,0.9962332258330204,0.01667825250751011
maximin_lhs,14,efficiency,0.1820472114289449,0.07805830903048432,0.5016395123473931,0.11218872743057401
maximin_lhs,15,v_out_mean,1.13938442181601,0.01249825152060886,0.9961088659826972,0.45092476011617466
maximin_lhs,15,i_l_mean,1.617121132267921,0.042849269155664296,0.8757324698756285,0.60751500186349
maximin_lhs,15,v_out_ripple,0.05243125820033062,0.03858462762467022,0.8598047568867364,0.018936388036681687
maximin_lhs,15,i_l_ripple,0.027694814384135017,0.004593890479187727,0.9990964898811472,0.010280525693374733
maximin_lhs,15,efficiency,0.18509465988530788,0.07936499574924298,0.4848148705623778,0.10741401330120134
maximin_lhs,16,v_out_mean,1.0203256516402461,0.011192259945772888,0.9968795786205665,0.5219489817796731
maximin_lhs,16,i_l_mean,1.2906948727624958,0.034199869692676306,0.920837458006557,0.6568354071652196
maximin_lhs,16,v_out_ripple,0.035625636937351615,0.026217221983636105,0.9352741154743008,0.018241603468679684
maximin_lhs,16,i_l_ripple,0.0383479410493422,0.006360982920468397,0.9982677115672574,0.010969358045302864
maximin_lhs,16,efficiency,0.1965852244476006,0.08429192669478103,0.4188646610449236,0.11235264456055913
maximin_lhs,17,v_out_mean,0.7172188963426777,0.007867390487520462,0.9984581608078293,0.446938197310908
maximin_lhs,17,i_l_mean,1.025770211228303,0.027180093683607895,0.9499996864951225,0.5748685345218929
maximin_lhs,17,v_out_ripple,0.030706780626519655,0.022597392027094772,0.9519137077666304,0.014876016588380092
maximin_lhs,17,i_l_ripple,0.029690442673623217,0.004924916268778476,0.9989615885961889,0.01171541872092837
maximin_lhs,17,efficiency,0.17774683434621238,0.07621439084774101,0.5249062799042189,0.11361663293805287
maximin_lhs,18,v_out_mean,0.8018895699309996,0.008796168654628934,0.9980726314692346,0.43367586341912984
maximin_lhs,18,i_l_mean,0.7470846377173497,0.01979569129661771,0.9734776394913582,0.41678622599432896
maximin_lhs,18,v_out_ripple,0.04080903459384348,0.030031730261163306,0.9150691715077469,0.018548121604138646
maximin_lhs,18,i_l_ripple,0.05105433482186426,0.00846866201760066,0.9969295548211176,0.014143410617653146
maximin_lhs,18,efficiency,0.17938676206704543,0.0769175600081783,0.5160992199110911,0.11023539751580443
maximin_lhs,19,v_out_mean,0.9042109860445818,0.00991856314242977,0.9975493844043078,0.4067949524165956
maximin_lhs,19,i_l_mean,1.221371215731188,0.032362983154174664,0.9291127835504611,0.504099422867818
maximin_lhs,19,v_out_ripple,0.041974857183224065,0.03088966943774776,0.9101472914721214,0.01703000910054501
maximin_lhs,19,i_l_ripple,0.08174187814541128,0.01355897282988259,0.992129083096212,0.018935846010149974
maximin_lhs,19,efficiency,0.20926847081181,0.08973025643592977,0.34145850994856985,0.12461840916945713
maximin_lhs,20,v_out_mean,0.6289105581447686,0.006898709679680976,0.9988144676593835,0.42489800992879234
maximin_lhs,20,i_l_mean,0.9707213184007626,0.025721449195930893,0.9552223088378954,0.5285800719579606
maximin_lhs,20,v_out_ripple,0.035365999390504235,0.02602615241166032,0.9362141144978107,0.014239100554451007
maximin_lhs,20,i_l_ripple,0.032223982281154064,0.005345168353527896,0.9987768083058979,0.009868268079909048
maximin_lhs,20,efficiency,0.2022887943120136,0.08673750669328092,0.3846542687036377,0.11555648825594096
maximin_lhs,21,v_out_mean,0.9615518444390094,0.01054755232018149,0.9972287159331298,0.480955819185905
maximin_lhs,21,i_l_mean,0.8641977680206636,0.022898867639994862,0.9645105848544452,0.4891993639149852
maximin_lhs,21,v_out_ripple,0.037731709853864565,0.02776709970969729,0.9273951402056141,0.01691240234317194
maximin_lhs,21,i_l_ripple,0.03476241333234208,0.005766231808815298,0.998576505014882,0.013841333953175059
maximin_lhs,21,efficiency,0.17585433310566095,0.07540292306685056,0.5349692319583754,0.10578779550144188
maximin_lhs,22,v_out_mean,0.7270752019729392,0.007975507278019194,0.9984154924987011,0.46740565729068034
maximin_lhs,22,i_l_mean,1.0839628062956481,0.028722037647576908,0.944165668207231,0.6011001584832188
maximin_lhs,22,v_out_ripple,0.027758502659504445,0.020427728139635663,0.960704321636816,0.012954866793686546
maximin_lhs,22,i_l_ripple,0.038664140522921345,0.006413432658208164,0.9982390264844456,0.013205085790174223
maximin_lhs,22,efficiency,0.2212912154059557,0.09488537584456025,0.26361677167292563,0.13350226478287913
maximin_lhs,23,v_out_mean,0.64552984270114,0.0070810116266806005,0.9987509831907698,0.42563313027523797
maximin_lhs,23,i_l_mean,1.1702653085323034,0.031008816957645985,0.9349209471530513,0.5825655448670779
maximin_lhs,23,v_out_ripple,0.03653151217638375,0.026883863601102453,0.9319406153640571,0.019751372759873372
maximin_lhs,23,i_l_ripple,0.08018384592346059,0.013300533495666032,0.9924262691232781,0.019652694664582943
maximin_lhs,23,efficiency,0.16950226660280904,0.07267928030314182,0.5679574104973315,0.0984053247247712
maximin_lhs,24,v_out_mean,0.6553863175406164,0.007189130273286269,0.9987125499894727,0.41765978473025855
maximin_lhs,24,i_l_mean,1.0547501312871024,0.027947981982097705,0.94713457378424,0.6843855396233315
maximin_lhs,24,v_out_ripple,0.05024522724636253,0.03697590807015208,0.871251449501345,0.019108555958233887
maximin_lhs,24,i_l_ripple,0.06544901281491049,0.010856386061026976,0.9949540574224127,0.018816141993637174
maximin_lhs,24,efficiency,0.24805955800512056,0.10636312132848402,0.07468954029239716,0.1577519870769119
maximin_lhs,25,v_out_mean,1.3821986225073144,0.015161753754717495,0.994273667708366,0.822897637146231
maximin_lhs,25,i_l_mean,1.0897605615941977,0.028875662241510586,0.9435667924715877,0.6635202882055561
maximin_lhs,25,v_out_ripple,0.06839099768874976,0.05032954137048443,0.7614658317516003,0.028908627288787493
maximin_lhs,25,i_l_ripple,0.05287027260507912,0.008769881559187004,0.9967072466321257,0.013456926205231668
maximin_lhs,25,efficiency,0.20988806582287062,0.08999592674456833,0.33755316233943056,0.13314117365999584
maximin_lhs,26,v_out_mean,0.7647478324962547,0.008388749729564136,0.9982470394446448,0.44082768422611246
maximin_lhs,26,i_l_mean,0.8516000378700196,0.022565062386198983,0.9655377279973282,0.44840837602838246
maximin_lhs,26,v_out_ripple,0.048839787019789194,0.03594163215054955,0.8783533253311515,0.018947899710210256
maximin_lhs,26,i_l_ripple,0.08203488630535422,0.013607575697466972,0.9920725545123991,0.018838059336621093
maximin_lhs,26,efficiency,0.21443900005046754,0.09194727896538399,0.3085144848350091,0.11622443040376389
maximin_lhs,27,v_out_mean,1.021615125833908,0.011206404577288942,0.9968716865414305,0.49177268467431423
maximin_lhs,27,i_l_mean,1.2325315948443873,0.032658702552652914,0.9278113893487709,0.5552072490702317
maximin_lhs,27,v_out_ripple,0.04928372572916029,0.03626833058154682,0.8761318125251346,0.01894588288986299
maximin_lhs,27,i_l_ripple,0.03762536807707258,0.006241125785779337,0.9983323779933021,0.0111859376308938
maximin_lhs,27,efficiency,0.22486408147730289,0.09641735143337946,0.23964620335610454,0.13258631119663303
maximin_lhs,28,v_out_mean,0.7007546684483359,0.0076867894038334175,0.9985281361672085,0.40770154926541524
maximin_lhs,28,i_l_mean,0.9461641388805501,0.02507075137622593,0.9574592121335119,0.49625207210621913
maximin_lhs,28,v_out_ripple,0.04618616493765942,0.03398880814040719,0.8912131195841059,0.020549485369945233
maximin_lhs,28,i_l_ripple,0.0858290565193413,0.014236935482323942,0.991322297033665,0.022320068215123702
maximin_lhs,28,efficiency,0.2509530854974102,0.10760380972688613,0.05297679674007716,0.14604601828276506
maximin_lhs,29,v_out_mean,0.8954974313738161,0.009822981532019274,0.9975963882230253,0.41107956587256184
maximin_lhs,29,i_l_mean,0.8803729025345549,0.023327464285344972,0.9631696458309383,0.48980976681332317
maximin_lhs,29,v_out_ripple,0.04062082306155268,0.029893223726371366,0.9158507680417111,0.018498741539733316
maximin_lhs,29,i_l_ripple,0.034799286617161446,0.005772348182433786,0.9985734835460542,0.01098072591062266
maximin_lhs,29,efficiency,0.22368146125857513,0.09591026684925122,0.24762297915160703,0.144417927930965
