strategy,N,rep,output,rmse,nrmse,r2,mae
random,20,5,i_l_ripple,0.23322701310428393,0.03868664148198531,0.9359242343934262,0.11500024629398443
random,20,5,efficiency,0.29720975218272994,0.12743777012925186,-0.32831675754171163,0.18280990595900615
random,20,6,v_out_mean,5.923652228103838,0.0649783286921332,0.8948244621740477,3.1314939554394883
random,20,6,i_l_mean,3.8150693163618152,0.10108886014929633,0.3083642587845211,1.8541032248505411
random,20,6,v_out_ripple,0.14180898218788449,0.10435848689052653,-0.025557933668197474,0.06109777645283976
random,20,6,i_l_ripple,0.5225629550328531,0.08668037816049819,0.67832793936973,0.17240611717327622
random,20,6,efficiency,0.29737349975372346,0.12750798190782994,-0.32978083171223216,0.20430989539504033
random,20,7,v_out_mean,3.3334426688299406,0.03656553846695821,0.9666940661842991,2.1078209627165383
random,20,7,i_l_mean,2.319510270052045,0.06146065244438414,0.7443386008796119,1.0767108988297502
random,20,7,v_out_ripple,0.13626071477484056,0.10027546772519506,0.053121960518466516,0.0735614429201129
random,20,7,i_l_ripple,0.16458620276949418,0.02730081449260649,0.9680902828629308,0.09065103544959177
random,20,7,efficiency,0.42281048942739213,0.1812929271807906,-1.688233857446579,0.28854106297998705
random,20,8,v_out_mean,4.711943988312636,0.051686735389174926,0.9334518674628309,2.4251129480771993
random,20,8,i_l_mean,2.9300154663959255,0.0776373636115823,0.5920448806327172,1.6120626419235937
random,20,8,v_out_ripple,0.11473020436262135,0.08443097428102812,0.3287129748444505,0.03972032210963665
random,20,8,i_l_ripple,0.4646407701073072,0.07707250824765108,0.7456857285930933,0.1420873070126957
random,20,8,efficiency,0.5286467663689615,0.22667346746643763,-3.202490114273653,0.2964509801556249
random,20,9,v_out_mean,9.32003987731592,0.10223432964191342,0.7396418509087717,4.406976010912627
random,20,9,i_l_mean,2.2937001115431936,0.060776754122342486,0.7499966471424804,1.3756897254584912
random,20,9,v_out_ripple,0.1420742244306413,0.10455368100789827,-0.029397968045718592,0.07172313131332768
random,20,9,i_l_ripple,0.313778850926484,0.05204821580849388,0.8840199104353579,0.10959377521050641
random,20,9,efficiency,0.2639413708735929,0.11317293427272353,-0.047587907038508126,0.15926427745591584
random,40,0,v_out_mean,2.160744750595957,0.023701861152130476,0.9860059775116085,1.0159385438620925
random,40,0,i_l_mean,1.8816898448794892,0.049859613495770574,0.8317447423528088,0.8700854954822752
random,40,0,v_out_ripple,0.05828943762176266,0.04289571378382396,0.8267263797748493,0.032502195639918276
random,40,0,i_l_ripple,0.12271365217343543,0.020355185290890917,0.9822612968272654,0.045996908074068844
random,40,0,efficiency,0.22281245914183986,0.09553765561701193,0.2534575903938444,0.14108616354989326
random,40,1,v_out_mean,1.4220224348960717,0.015598593169241807,0.9939389407325331,0.9792553886913321
random,40,1,i_l_mean,1.429173970463808,0.037869185498051586,0.9029394479009833,0.8944201753083122
random,40,1,v_out_ripple,0.08721182773088385,0.0641799570135401,0.6121145444553027,0.05866418668462878
random,40,1,i_l_ripple,0.1424864202116054,0.02363500257285005,0.9760843023498911,0.07073873283312983
random,40,1,efficiency,0.2400082641977067,0.1029108828943917,0.13378054736327993,0.16197485601875228
random,40,2,v_out_mean,2.9056957862796478,0.03187345384397467,0.974693276413086,1.1460503484550633
random,40,2,i_l_mean,3.0503013758823934,0.0808246098904007,0.5578617754079109,1.6002571231880824
random,40,2,v_out_ripple,0.08615006629043394,0.06339859735878105,0.6215016848025625,0.03914339831576559
random,40,2,i_l_ripple,0.22838618702126773,0.03788366715813821,0.9385565248091141,0.06479232769359392
random,40,2,efficiency,0.6354257736622565,0.2724582322197368,-5.071628531835004,0.33169995210114117
random,40,3,v_out_mean,2.3385383769908206,0.025652133087481717,0.9836082758430762,1.265913601628718
